news_id,ticker,stock_name,date,open,high,low,close,volume
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,424870,이뮨온시아,2025-12-03,10900,10940,10130,10250,4479778
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-17,60300,67900,56600,65000,1350325
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-18,65900,67500,63200,66100,799965
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-19,65000,70500,63100,66800,1222081
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-20,67100,69800,66100,67600,553287
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-21,64300,68500,64200,67700,539870
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-24,68800,68800,61900,66500,706170
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-25,66500,72800,65700,69800,1808106
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-26,70400,86000,69500,80000,3545684
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-27,80200,81200,75600,76200,975758
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-11-28,76800,79400,74900,78600,970748
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-12-01,78600,82700,77900,80900,852778
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-12-02,81800,103600,80900,98000,4746238
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,468530,프로티나,2025-12-03,97400,101300,92800,93900,1246003
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-17,54900,58600,52500,56900,962230
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-18,56900,58900,54800,56800,824852
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-19,56700,57300,53000,53800,527535
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-20,54100,58600,53300,58300,687885
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-21,56400,65700,55000,65000,2381495
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-24,65900,68000,62500,64400,1009146
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-25,64000,66700,62300,62800,796594
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-26,62800,70000,61200,68600,1105986
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-27,69000,69900,67300,68900,436776
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-11-28,70000,88400,70000,85400,3373719
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-12-01,85400,88700,82000,87300,919483
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-12-02,85500,87000,81000,83300,1019344
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,950160,코오롱티슈진,2025-12-03,83300,85300,80000,82800,645266
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-17,55500,60500,54800,59800,683446
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-18,60000,61800,57100,58000,578783
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-19,58100,58500,54600,55500,425412
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-20,56100,62600,55500,59100,737255
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-21,56900,63900,56700,61300,951736
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-24,61500,62000,51200,54000,1602144
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-25,53000,56000,51400,52500,634346
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-26,53600,60000,53000,58800,1165000
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-27,59300,63000,58100,60700,1151356
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-11-28,61000,69400,60300,66000,1837075
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-12-01,67000,67400,63000,65600,741166
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-12-02,65800,69700,64200,69500,1173347
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,287840,인투셀,2025-12-03,68700,70700,67400,67500,838837
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-17,171500,184800,170500,176000,2213810
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-18,173800,176200,166100,166600,1720766
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-19,166700,172300,157200,169900,1722419
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-20,169900,181800,166000,177300,1765067
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-21,170800,180000,170400,178800,1403887
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-24,181900,182000,171600,173100,1014858
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-25,173600,176400,165000,166000,1031190
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-26,169200,173500,167000,173400,854750
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-27,173000,176500,170600,174800,715765
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-11-28,180100,190600,176500,188000,2494701
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-12-01,188900,198300,187700,196800,1501902
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-12-02,193000,201000,191900,199900,1191165
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,298380,에이비엘바이오,2025-12-03,200000,204000,195500,201000,779692
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-17,43600,54600,42200,54600,3885669
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-18,56700,57200,49300,50200,2762253
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-19,50500,53700,48700,51400,2153453
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-20,52600,60300,51600,59000,3250572
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-21,57000,69400,56900,64700,4005294
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-24,64700,66700,61600,61700,1222740
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-25,63100,73900,61400,68100,3643629
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-26,69600,76400,68200,75500,2980797
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-27,76300,82700,72000,73400,2378194
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-11-28,73100,79900,71200,79200,1850324
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-12-01,79200,84800,74200,75700,1233768
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-12-02,75700,87000,74300,83900,2156425
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,376900,로킷헬스케어,2025-12-03,82900,85100,81100,83000,534389
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-17,231500,239000,225000,232500,124080
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-18,233000,233000,220000,222000,99288
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-19,223000,224000,213000,217500,65445
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-20,220000,232500,219000,224000,117026
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-21,215000,216000,209500,211000,95329
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-24,213000,215500,204000,207500,104277
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-25,210500,216000,198500,204000,137579
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-26,205500,210500,203000,208000,76650
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-27,210000,211500,206000,209500,52832
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-11-28,209000,224000,209000,216500,173568
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-12-01,221500,232000,218500,225000,173428
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-12-02,222500,234000,218500,226500,119482
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,000250,삼천당제약,2025-12-03,227000,227000,222000,225000,65901
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-17,95600,103300,94100,97900,1310864
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-18,98400,100700,91700,97900,975234
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-19,97000,99400,92700,95000,612383
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-20,94000,98200,92700,93300,647916
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-21,80200,88200,80100,83700,1313931
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-24,83800,91000,77000,80000,1425896
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-25,75100,80900,73500,77000,2784512
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-26,78800,81800,77700,79300,1637267
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-27,79700,81000,73900,74100,1581393
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-11-28,75000,85700,74900,84200,3731332
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-12-01,84300,84400,81200,83000,1303839
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-12-02,81300,85800,75100,83500,3076372
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,456160,지투지바이오,2025-12-03,83700,91300,82300,87400,3713941
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-17,172800,180900,169400,177200,630023
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-18,180900,183100,173600,178500,545776
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-19,178500,179100,169100,173400,412086
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-20,173200,179000,171500,177600,378064
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-21,173000,179700,172700,178200,393072
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-24,181000,181200,171200,171600,457836
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-25,171600,178000,170200,172900,346229
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-26,176500,190200,173700,185600,862142
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-27,184500,185500,179800,180700,344655
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-11-28,184000,194500,182800,193300,887289
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-12-01,196500,199300,192100,195800,534472
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-12-02,192500,192900,187800,191900,425288
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,141080,리가켐바이오,2025-12-03,192300,192700,188400,189700,245380
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-17,551000,557000,541000,548000,283747
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-18,550000,569000,538000,559000,557173
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-19,560000,561000,532000,544000,375909
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-20,550000,567000,549000,557000,336689
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-21,540000,551000,535000,541000,242572
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-24,547000,549000,527000,527000,339295
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-25,528000,537000,510000,518000,302677
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-26,521000,536000,515000,518000,284154
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-27,520000,535000,516000,521000,231291
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-11-28,530000,548000,524000,533000,471784
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-12-01,537000,552000,533000,542000,356210
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-12-02,537000,542000,521000,521000,359261
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,196170,알테오젠,2025-12-03,526000,527000,515000,522000,224874
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-17,1797000,1797000,1797000,1797000,0
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-18,1797000,1797000,1797000,1797000,0
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-19,1797000,1797000,1797000,1797000,0
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-20,1797000,1797000,1797000,1797000,0
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-21,1797000,1797000,1797000,1797000,0
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-24,1797000,1841000,1650000,1789000,560815
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-25,1812000,1812000,1586000,1627000,224828
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-26,1640000,1681000,1600000,1651000,115530
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-27,1662000,1687000,1640000,1646000,70847
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-11-28,1653000,1655000,1605000,1607000,50331
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-12-01,1629000,1662000,1623000,1649000,54392
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-12-02,1662000,1663000,1645000,1654000,33670
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,207940,삼성바이오로직스,2025-12-03,1659000,1694000,1650000,1654000,44310
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-17,137500,148700,134600,140300,1056785
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-18,141500,143900,134700,138700,785607
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-19,138700,140500,132400,133600,534393
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-20,133900,141200,132200,138000,587491
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-21,132400,135100,129100,133000,544304
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-24,135000,135600,125500,130200,716991
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-25,130300,132500,125500,126100,395425
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-26,127900,134900,127400,131000,650627
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-27,134400,136800,118600,124400,1443320
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-11-28,124400,133000,123700,128700,865083
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-12-01,131800,138800,129700,136000,831049
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-12-02,134000,136100,127800,130000,904005
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,226950,올릭스,2025-12-03,130000,130600,121200,121400,969074
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-17,84500,93700,82400,91000,781654
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-18,90500,94100,89000,92500,519096
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-19,92500,93900,85700,90300,515626
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-20,90200,92200,86600,88700,747666
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-21,85300,99000,85300,94300,1960200
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-24,98400,113700,97000,110000,4406020
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-25,105600,113300,98700,100300,1839711
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-26,100500,102300,95200,98600,846765
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-27,98900,99200,92600,92800,948561
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-11-28,93600,97500,90400,94800,1346118
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-12-01,94800,96000,91000,93200,690922
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-12-02,91800,95000,89500,93300,623806
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,347850,디앤디파마텍,2025-12-03,88900,97700,88700,96500,2923037
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-17,477500,486500,465500,474000,111582
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-18,480500,481000,456500,461000,128832
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-19,466000,469000,442000,450000,115492
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-20,451000,461000,445000,456500,119736
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-21,441000,449500,437500,445500,73436
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-24,451500,467000,442500,446000,105497
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-25,450000,460500,441500,444500,72199
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-26,449500,464500,442000,455500,89682
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-27,461500,468000,447500,449500,65334
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-11-28,454000,461000,450000,456500,82164
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-12-01,456500,459000,446000,451000,101900
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-12-02,449500,449500,420000,430000,149764
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,128940,한미약품,2025-12-03,430000,434000,425000,434000,72583
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-17,29450,31150,28650,30650,3264818
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-18,30650,30750,29350,29600,1530970
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-19,29650,30200,28500,28500,1379772
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-20,28550,33100,28300,31100,5109985
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-21,29400,31050,29150,30650,1701385
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-24,31300,31800,29700,29900,1881385
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-25,30100,31100,28550,28750,1551211
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-26,29750,30650,29400,30050,1781992
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-27,30100,30300,28700,28900,1065809
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-11-28,28950,29700,28700,29350,1320434
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-12-01,29350,29450,27350,27350,1779612
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-12-02,27350,28450,26600,28200,1168133
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,249420,일동제약,2025-12-03,28300,29900,27800,28900,1451351
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-17,309500,316500,302000,313000,195563
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-18,310000,317000,305000,312000,183815
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-19,313000,345000,298000,334500,429439
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-20,333000,392500,328500,386000,544757
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-21,376000,381500,363500,369000,234987
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-24,368000,368500,294500,313000,738135
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-25,313500,328500,311000,318500,254757
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-26,324500,327500,310500,319000,174614
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-27,318000,324000,306500,308000,179807
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-11-28,343500,369500,331000,340000,794551
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-12-01,315500,332000,305000,317500,494556
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-12-02,285000,298500,273500,291500,840347
e717aa86-9d39-4fd9-bd8a-ea5fb985ad73,087010,펩트론,2025-12-03,292000,294500,277000,286000,319744
